25.933,24.191,1
23.849,28.97,1
19.409,31.204,1
24.586,18.76,1
29.684,25.399,1
21.262,26.872,1
30.585,20.448,1
28.183,23.925,1
24.787,32.058,1
20.918,20.485,1
23.099,26.627,1
23.764,21.864,1
21.763,27.847,1
24.727,33.752,1
27.292,23.868,1
22.685,27.974,1
28.108,25.093,1
29.591,27.978,1
22.446,36.194,1
20.561,19.943,1
23.24,20.43,1
35.085,23.94,1
25.732,10.234,1
24.314,23.832,1
23.374,27.564,1
19.205,9.3422,1
22.11,34.656,1
28.955,28.01,1
24.327,30.709,1
21.084,21.683,1
21.436,18.305,1
28.945,24.505,1
19.898,35.571,1
29.154,31.209,1
18.195,29.635,1
16.577,31.786,1
35.484,25.036,1
30.664,28.353,1
27.024,22.265,1
18.546,22.644,1
27.614,22.764,1
27.738,27.039,1
30.867,25.035,1
32.749,20.788,1
16.329,30.368,1
18.001,36.115,1
22.628,27.592,1
22.411,29.152,1
27.8,25.929,1
25.72,27.444,1
20.588,21.793,1
24.041,27.396,1
21.923,27.852,1
35.15,18.104,1
19.697,32.171,1
13.139,24.697,1
27.085,21.019,1
25.576,21.312,1
22.834,33.533,1
20.717,27.355,1
20.496,24.439,1
23.438,31.818,1
29.356,30.706,1
21.171,23.572,1
29.72,15.183,1
22.599,30.167,1
19.615,33.228,1
24.802,26.314,1
21.486,27.562,1
24.226,27.221,1
26.777,26.388,1
20.688,22.264,1
30.286,23.725,1
35.871,26.727,1
29.918,19.574,1
18.425,29.807,1
23.769,32.982,1
31.305,26.426,1
34.667,15.924,1
19.616,23.092,1
22.491,28.621,1
32.028,25.488,1
22.021,22.434,1
19.334,27.5,1
23.683,32.138,1
26.548,17.175,1
27.976,23.302,1
27.349,25.614,1
22.875,28.755,1
18.762,22.714,1
29.105,25.593,1
22.344,14.372,1
24.349,34.934,1
23.215,23.079,1
23.334,27.618,1
16.338,35.7,1
27.434,19.933,1
14.448,27.587,1
20.117,24.906,1
32.057,23.161,1
20.546,23.182,1
19.388,25.283,1
24.608,25.278,1
28.686,28.331,1
18.235,23.571,1
25.773,19.433,1
19.578,23.819,1
8.3847,24.334,1
25.242,17.993,1
37.916,25.148,1
25.986,27.899,1
22.333,23.768,1
34.077,19.243,1
20.591,29.805,1
24.99,28.43,1
17.585,26.074,1
30.921,20.717,1
38.267,22.191,1
12.038,21.996,1
27.839,25.498,1
22.013,32.629,1
