3.484,3.1033,1
0.33209,2.1704,1
0.3719,3.1312,1
0.38898,1.4446,1
2.1749,4.4793,1
1.558,2.443,1
1.2241,2.9029,1
0.7807,2.2061,1
2.2915,2.8357,1
1.9662,4.1097,1
0.28557,3.2406,1
2.2708,1.9173,1
-0.18863,1.3638,1
2.5291,6.0258,1
-0.68333,3.2927,1
0.91914,2.7282,1
1.9492,4.0749,1
1.892,2.9491,1
2.8646,4.0274,1
-0.76692,4.5151,1
1.7646,1.837,1
1.6285,3.2882,1
1.51,5.1405,1
2.6705,3.9482,1
-1.5559,2.696,1
0.19439,1.685,1
-0.85056,1.5262,1
1.0327,2.705,1
3.471,3.107,1
-1.0053,2.8595,1
2.3495,5.0447,1
2.1692,5.2582,1
4.4657,5.0318,1
0.68292,3.1269,1
3.5156,3.9323,1
-0.66903,3.667,1
0.16794,3.4538,1
2.4537,4.3808,1
-0.00079266,1.9463,1
0.94755,4.1872,1
2.0031,-2.1275,1
2.3724,5.558,1
3.1792,3.5764,1
-0.16494,2.581,1
0.89274,2.183,1
4.3205,0.34184,1
0.038765,3.6447,1
0.17149,3.1522,1
2.3582,2.8143,1
0.43215,3.9807,1
0.12658,2.5562,1
1.7489,3.2213,1
0.93787,1.3989,1
1.1199,4.1484,1
3.5642,3.7807,1
3.1633,2.8616,1
2.0695,3.707,1
1.835,2.9788,1
0.72652,-0.061787,1
0.84186,1.8889,1
-0.38272,1.3573,1
1.2593,1.3076,1
1.9036,3.7439,1
4.0179,5.6175,1
1.1475,3.4655,1
0.16452,1.4311,1
1.23,3.9057,1
0.91723,4.9296,1
1.1835,0.95934,1
3.5904,4.8225,1
0.85511,4.2465,1
-2.5848,2.1898,1
-0.046406,3.8718,1
1.9006,2.4245,1
0.77716,2.733,1
-0.11518,1.1691,1
-0.084134,1.2865,1
1.1704,-1.4346,1
1.8379,3.2039,1
1.996,4.8899,1
0.50419,3.5634,1
3.0874,1.3689,1
2.5456,4.0153,1
0.58192,4.683,1
3.3463,4.3805,1
3.6369,4.0351,1
1.1971,4.0222,1
-1.1917,5.8131,1
2.5795,0.62946,1
0.17213,3.7808,1
1.137,3.7592,1
1.312,0.90413,1
2.025,1.6336,1
2.3088,5.3206,1
1.7188,3.6793,1
3.5536,3.6252,1
3.4263,3.1194,1
-0.21004,4.3024,1
-0.67589,3.3811,1
0.20522,2.0325,1
2.5114,3.3719,1
0.22409,2.8584,1
1.4419,3.5166,1
1.854,2.5659,1
4.7903,3.3849,1
0.93501,1.2385,1
1.4393,4.262,1
1.1305,1.3277,1
-0.57329,1.5381,1
3.4014,5.8274,1
-0.90084,1.9421,1
0.43828,4.516,1
0.25519,1.9507,1
1.2076,2.367,1
1.2338,2.5594,1
0.35755,3.6835,1
3.9507,4.9797,1
0.03067,1.9599,1
-0.045123,1.7753,1
0.53795,1.5492,1
0.56107,1.9206,1
0.9979,0.39818,1
1.9638,2.171,1
4.8438,5.7979,1
0.78668,0.67054,1
-2.0742,2.273,1
-0.61531,-0.07509,1
1.231,1.8841,1
0.84732,2.7986,1
3.8819,3.247,1
2.5448,5.5935,1
3.2748,-0.038762,1
2.3342,-0.45922,1
1.0699,4.5136,1
1.5964,6.1636,1
1.6831,0.69636,1
2.6711,0.53891,1
1.7452,1.4614,1
2.6637,1.8074,1
2.6086,4.4194,1
0.96376,0.24017,1
2.1218,6.0009,1
0.90181,5.1104,1
-0.095045,0.55851,1
2.571,1.0386,1
-1.31,5.1391,1
5.0883,4.0019,1
1.3659,5.4695,1
2.9559,6.6802,1
3.2589,2.3048,1
1.2871,3.1187,1
2.665,3.7247,1
1.6431,0.33041,1
0.13,2.9526,1
0.31425,1.5427,1
0.66385,1.0381,1
-0.97188,4.1168,1
0.49223,3.3136,1
3.2214,5.7386,1
4.4448,9.3123,1
3.6178,6.6668,1
1.7957,1.6858,1
2.3633,3.5523,1
1.8195,0.73703,1
-0.18624,2.9838,1
-0.23599,0.31116,1
2.8153,5.0868,1
0.92226,2.4226,1
1.8969,0.49512,1
0.51782,2.3571,1
4.4869,1.9626,1
0.36436,2.9284,1
2.684,2.8289,1
-0.065214,2.0404,1
1.5367,1.6228,1
3.6183,5.4095,1
2.0093,4.7565,1
3.0647,1.5081,1
2.3973,5.0211,1
0.9887,3.9249,1
-0.59913,0.69974,1
1.4039,5.3828,1
1.1352,3.0491,1
1.5786,4.5728,1
2.3211,2.2988,1
0.14202,4.536,1
2.6131,-0.70127,1
0.52817,0.94365,1
1.8688,3.3809,1
3.6309,3.6592,1
1.1678,5.2706,1
2.3224,2.945,1
0.56684,4.2001,1
-0.30392,2.0397,1
3.2788,0.81473,1
3.8579,3.3567,1
0.56029,3.5142,1
0.6261,2.8036,1
2.9802,4.8195,1
2.0413,4.8939,1
0.9345,2.6402,1
3.2943,4.3405,1
1.6887,1.1635,1
0.74048,1.0623,1
0.15655,6.047,1
1.8856,4.2895,1
-0.67486,0.41149,1
2.3181,5.8872,1
0.44033,3.1178,1
3.2275,3.387,1
2.8836,5.9876,1
2.4197,3.6423,1
4.0484,4.7685,1
1.2276,3.8901,1
1.4672,2.8708,1
-1.0036,4.5509,1
-0.7791,4.1648,1
3.2322,8.5668,1
-0.35332,3.2193,1
0.15951,6.3455,1
1.0135,2.3692,1
1.4173,2.2837,1
1.1351,3.3519,1
0.64731,3.6838,1
5.3997,3.5405,1
1.6434,5.6901,1
3.3818,1.3795,1
0.53015,0.018411,1
-2.4172,4.0182,1
1.2372,4.2449,1
1.4934,5.2332,1
1.1492,4.4665,1
2.3739,1.1295,1
3.0745,6.1089,1
-2.1254,3.4521,1
2.2307,2.2712,1
2.7827,2.8473,1
0.78251,3.599,1
-0.14707,4.785,1
3.4239,3.7046,1
5.0029,1.0387,1
1.7392,2.3438,1
2.565,1.6767,1
2.6201,3.5111,1
0.93965,1.9563,1
0.12874,1.6369,1
2.4137,1.704,1
0.26334,-0.4535,1
1.2366,2.539,1
3.2379,5.5151,1
1.8652,2.4077,1
2.2031,6.7562,1
-0.2427,1.8103,1
1.4839,2.3938,1
-1.3738,0.57796,1
-0.068032,2.6121,1
2.6247,3.0701,1
0.013574,1.3898,1
1.1135,2.9795,1
2.8133,6.0102,1
1.2173,4.5405,1
1.6038,4.1853,1
-0.43368,1.5129,1
2.6717,-0.13993,1
3.7544,1.5479,1
0.29289,5.3045,1
2.9696,2.5004,1
4.2056,1.4925,1
1.1581,2.9192,1
1.0189,2.3117,1
-1.0026,1.0573,1
2.9761,2.8168,1
-0.469,4.9562,1
2.6101,3.4526,1
3.5853,2.5501,1
2.3408,3.3273,1
2.8115,5.7728,1
1.3696,4.2041,1
2.437,2.9782,1
0.85325,6.3187,1
2.6669,6.4455,1
-1.9431,2.8841,1
-0.1176,2.4435,1
-0.73294,3.8693,1
1.3702,2.8804,1
1.0701,3.3535,1
2.225,5.0518,1
-0.41362,2.3805,1
2.4514,3.4186,1
1.0168,4.0302,1
1.8494,2.2723,1
2.3462,0.43688,1
-0.23952,3.6255,1
1.0939,0.77635,1
1.9779,0.90614,1
3.3459,4.501,1
0.32671,0.34854,1
1.0694,4.4928,1
5.1339,4.0336,1
1.0202,2.558,1
1.5299,5.345,1
1.4549,2.2376,1
2.311,4.8477,1
2.8886,2.2638,1
0.70912,2.3447,1
-0.85794,0.82366,1
0.2877,3.2805,1
1.8596,4.8598,1
2.1146,4.604,1
1.0697,3.6189,1
0.68112,2.4759,1
3.1931,5.3583,1
4.7065,2.7321,1
1.1197,4.5134,1
1.4772,0.84465,1
2.3238,3.7801,1
